category_list,market,funding_total_usd,status,country_code,funding_rounds,founded_at,first_funding_at,last_funding_at,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,product_crowdfunding,market_missing,category_missing,country_missing,Startup_age,days_to_funding,funding_duration_days,funding_per_round,single_funding_event,funding_stage_reached,has_institutional_vc
|Machine Learning|Big Data|Analytics|, Big Data ,21575000.0,operating,USA,4.0,2012-01-01,2012-02-23,2013-04-30,0.0,0.0,0.0,1075000.0,0.0,0.0,0.0,0,0,0,14.0,53.0,432.0,5393750.0,0,2,1
|Mobile Games|, Mobile Games ,41250.0,operating,HKG,1.0,,2014-01-01,2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,41250.0,1,1,0
|Film Production|, Film Production ,,operating,USA,1.0,2012-10-17,2012-10-31,2012-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,14.0,0.0,,1,0,0
|Licensing|Apps|Entertainment|Mobile|App Stores|iPad|iPhone|Android|iOS|Games|, Licensing ,1200000.0,operating,missing,1.0,2009-01-01,2012-08-14,2012-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,17.0,1321.0,0.0,1200000.0,1,1,0
|Software|SaaS|, Software ,1672000.0,operating,USA,2.0,2012-12-01,2014-05-18,2014-06-30,0.0,0.0,140000.0,0.0,0.0,0.0,0.0,0,0,0,14.0,533.0,43.0,836000.0,0,1,0
|Software|, Software ,4000000.0,closed,USA,1.0,2001-01-01,2007-05-16,2007-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,25.0,2326.0,0.0,4000000.0,1,0,1
|Mobile|Enterprises|SMS|App Marketing|Enterprise Software|, App Marketing ,1673537.0,operating,USA,1.0,2005-11-11,2014-03-12,2014-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,3043.0,0.0,1673537.0,1,0,1
|Internet Marketing|Sales and Marketing|SEO|Semantic Search|Content|Advertising|Search|, Semantic Search ,25456000.0,operating,USA,5.0,2010-12-20,2011-03-04,2014-09-08,0.0,0.0,0.0,1756000.0,0.0,0.0,0.0,0,0,0,16.0,74.0,1284.0,5091200.0,0,0,1
|Biotechnology|, Biotechnology ,1800000.0,operating,USA,1.0,2009-01-01,2010-02-11,2010-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,406.0,0.0,1800000.0,1,0,1
|Crowdsourcing|Recruiting|, Recruiting ,50000.0,operating,USA,2.0,2013-01-01,2013-10-21,2013-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,293.0,2.0,25000.0,0,1,0
|Unifed Communications|Enterprise Software|, Enterprise Software ,179950000.0,operating,USA,6.0,2009-01-01,2009-01-01,2014-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,0.0,2129.0,29991666.666666668,0,3,1
|Music|, Music ,75663277.0,operating,USA,6.0,2006-01-01,2007-06-01,2011-02-10,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0,0,0,20.0,516.0,1350.0,12610546.166666666,0,3,1
|Development Platforms|Data Centers|Big Data|, Data Centers ,250000.0,operating,USA,1.0,2014-01-15,2014-09-11,2014-09-11,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0,0,0,12.0,239.0,0.0,250000.0,1,0,0
|Education|, Education ,10000000.0,operating,CHN,1.0,,2011-09-01,2011-09-01,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0,0,0,,,0.0,10000000.0,1,0,0
|Politics|New Technologies|News|, News ,1350.0,operating,USA,1.0,2014-04-24,2014-06-30,2014-06-30,0.0,0.0,0.0,0.0,1350.0,0.0,0.0,0,0,0,12.0,67.0,0.0,1350.0,1,0,0
|Software|, Software ,600000.0,,USA,1.0,,2014-03-12,2014-03-12,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0,0,0,,,0.0,600000.0,1,0,0
|Games|, Games ,,closed,USA,1.0,2007-01-01,2007-01-01,2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,0.0,0.0,,1,0,0
|Biotechnology|, Biotechnology ,4777000.0,operating,USA,2.0,2007-01-01,2010-01-29,2010-09-24,0.0,0.0,0.0,1990000.0,0.0,0.0,0.0,0,0,0,19.0,1124.0,238.0,2388500.0,0,0,1
|Real Estate|, Real Estate ,,operating,USA,1.0,2009-09-29,2010-12-26,2010-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,453.0,0.0,,1,0,0
|Education|, Education ,1100000.0,operating,USA,1.0,2011-01-01,2013-03-06,2013-03-06,0.0,0.0,0.0,0.0,1100000.0,0.0,0.0,0,0,0,15.0,795.0,0.0,1100000.0,1,0,0
|Investment Management|Finance|Film|Curated Web|, Investment Management ,2000000.0,,USA,1.0,2010-04-01,2012-03-19,2012-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,718.0,0.0,2000000.0,1,3,1
|Software|, Software ,30000.0,operating,USA,1.0,2012-01-01,2012-10-03,2012-10-03,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,0,0,0,14.0,276.0,0.0,30000.0,1,0,0
|Video|Photography|Media|News|, News ,20000.0,operating,USA,1.0,2005-04-08,2013-10-08,2013-10-08,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,3105.0,0.0,20000.0,1,0,0
|Hardware + Software|, Hardware + Software ,785000.0,operating,USA,2.0,,2010-04-07,2010-12-01,0.0,0.0,0.0,285000.0,0.0,0.0,0.0,0,0,0,,,238.0,392500.0,0,0,1
|Health Care|, Health Care ,1045984.0,operating,USA,1.0,1997-01-01,2012-03-25,2012-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,29.0,5562.0,0.0,1045984.0,1,1,0
|E-Commerce|, E-Commerce ,45000000.0,operating,USA,2.0,1987-03-01,2009-06-06,2009-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,39.0,8133.0,133.0,22500000.0,0,0,1
|Health Care|, Health Care ,20000000.0,closed,USA,1.0,,2009-10-30,2009-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,20000000.0,1,0,1
|Social Network Media|Hardware + Software|, Hardware + Software ,15000.0,operating,USA,1.0,2006-11-01,2008-09-30,2008-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,699.0,0.0,15000.0,1,1,0
|Travel|Curated Web|, Travel ,200000.0,operating,MUS,2.0,2011-12-10,2012-05-31,2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,173.0,335.0,100000.0,0,1,0
|E-Commerce|, E-Commerce ,,operating,USA,1.0,,2012-03-04,2012-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,,1,0,0
|Curated Web|, Curated Web ,1000000.0,operating,USA,1.0,2001-08-01,2007-12-11,2007-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,25.0,2323.0,0.0,1000000.0,1,0,1
|Q&A|Event Management|Events|, Event Management ,39083.0,operating,missing,1.0,2012-09-01,2013-07-01,2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,14.0,303.0,0.0,39083.0,1,1,0
|Education|Games|, Games ,20000.0,operating,USA,2.0,2012-01-01,2012-10-01,2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0,0,0,14.0,274.0,212.0,10000.0,0,0,0
|Curated Web|, Curated Web ,38025999.0,acquired,USA,4.0,2010-01-01,2010-05-12,2013-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,131.0,1199.0,9506499.75,0,3,1
|EBooks|NFC|QR Codes|App Marketing|Content|Digital Media|Video|Audio|Advertising|Software|, EBooks ,150000.0,operating,USA,1.0,2011-01-01,2013-07-31,2013-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,942.0,0.0,150000.0,1,1,0
missing,missing,,operating,missing,1.0,,2012-01-01,2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,0.0,,1,0,0
|Finance Technology|Financial Services|, Financial Services ,2000000.0,operating,USA,1.0,2014-01-01,2014-11-17,2014-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,320.0,0.0,2000000.0,1,1,0
|Consumer Goods|Artists Globally|Gambling|Investment Management|Music|Games|, Consumer Goods ,4800000.0,operating,GBR,3.0,2007-06-18,2006-06-01,2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,19.0,0.0,610.0,1600000.0,0,3,1
|Enterprise Software|, Enterprise Software ,15000000.0,operating,USA,1.0,1996-01-01,2008-08-08,2008-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,30.0,4603.0,0.0,15000000.0,1,3,1
|Security|, Security ,20000.0,acquired,USA,1.0,,2013-09-10,2013-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,20000.0,1,1,0
|Wireless|Mobile|Information Technology|Apps|, Wireless ,,operating,ESP,1.0,2013-01-01,2014-05-12,2014-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,496.0,0.0,,1,0,0
|Software|Social Network Media|Photography|Web Tools|Public Relations|, Photography ,78000000.0,acquired,USA,4.0,2005-08-01,2005-01-01,2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,0.0,1095.0,19500000.0,0,3,1
|Curated Web|Digital Media|Publishing|Software|, Software ,780000.0,operating,USA,2.0,2011-01-01,2011-01-01,2013-07-01,0.0,0.0,0.0,0.0,730000.0,0.0,0.0,0,0,0,15.0,0.0,912.0,390000.0,0,1,0
|SaaS|Mobile|Presentations|Software|, SaaS ,200000.0,operating,USA,4.0,2013-06-01,2013-11-18,2014-11-01,0.0,0.0,0.0,0.0,0.0,35000.0,0.0,0,0,0,13.0,170.0,348.0,50000.0,0,1,0
|Software|, Software ,292207.0,,CAN,1.0,2013-03-01,2013-03-01,2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,0.0,0.0,292207.0,1,0,0
|Social Media|Internet|Mobile|Hardware|Art|Video|Music|Photography|Visualization|Creative|Curated Web|, Art ,7300000.0,operating,missing,2.0,2012-05-21,2012-01-01,2014-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,14.0,0.0,830.0,3650000.0,0,0,1
|Email|Mobile|, Email ,,operating,missing,1.0,2014-05-01,2014-05-01,2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,12.0,0.0,0.0,,1,0,0
|Credit Cards|Payments|Mobile|E-Commerce|, E-Commerce ,2100000.0,operating,missing,2.0,,2012-06-25,2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,,524.0,1050000.0,0,1,0
|Web Development|Presentations|Enterprise Software|, Web Development ,7000000.0,acquired,missing,2.0,2006-03-01,2007-12-31,2009-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,20.0,670.0,567.0,3500000.0,0,3,1
|Curated Web|, Curated Web ,3000000.0,acquired,USA,2.0,,2008-01-01,2008-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,127.0,1500000.0,0,2,1
|3D|Games|, Games ,2750000.0,closed,USA,2.0,2009-01-01,2009-10-01,2010-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,273.0,181.0,1375000.0,0,1,1
|Travel|, Travel ,,operating,USA,1.0,2009-01-01,2011-02-01,2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,761.0,0.0,,1,0,0
|Mobile Payments|Financial Services|Retail Technology|Vending and Concessions|, Vending and Concessions ,1100000.0,operating,ISR,2.0,2013-03-01,2013-03-13,2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,12.0,506.0,550000.0,0,1,0
|Television|Hardware + Software|, Hardware + Software ,14500000.0,acquired,USA,2.0,2004-01-01,2004-11-01,2005-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,22.0,305.0,242.0,7250000.0,0,2,1
|Software|, Software ,2250000.0,operating,missing,1.0,2007-08-01,2007-12-01,2007-12-01,0.0,0.0,0.0,0.0,2250000.0,0.0,0.0,0,0,1,19.0,122.0,0.0,2250000.0,1,0,0
|Technology|Reviews and Recommendations|Apps|Mobile|Social Media|Software|, Apps ,1200000.0,operating,USA,2.0,2011-03-11,2011-03-11,2013-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,0.0,718.0,600000.0,0,1,0
|Sales and Marketing|Mobile|Social Network Media|Location Based Services|Social Commerce|Social Media|E-Commerce|, Social Network Media ,455000.0,operating,USA,1.0,2011-01-01,2014-09-30,2014-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,1368.0,0.0,455000.0,1,1,0
|News|Social Media|, Social Media ,15000.0,acquired,USA,1.0,,2008-06-01,2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,15000.0,1,1,0
|Search|, Search ,250000.0,operating,USA,1.0,2010-12-10,2012-07-05,2012-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,573.0,0.0,250000.0,1,0,0
|E-Commerce|, E-Commerce ,,operating,USA,1.0,2014-08-26,2014-08-24,2014-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,0.0,0.0,,1,0,0
missing,missing,500000.0,operating,USA,1.0,2014-05-01,2014-09-29,2014-09-29,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,1,1,0,12.0,151.0,0.0,500000.0,1,0,0
|Social Media|Twitter Applications|Curated Web|, Curated Web ,20000.0,closed,USA,1.0,2010-06-01,2010-08-31,2010-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,91.0,0.0,20000.0,1,1,0
|Media|News|, News ,40000.0,operating,USA,1.0,2012-06-01,2014-06-20,2014-06-20,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,749.0,0.0,40000.0,1,0,0
|Software|, Software ,4000.0,operating,USA,1.0,2014-10-15,2014-10-18,2014-10-18,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,3.0,0.0,4000.0,1,0,0
missing,missing,900458.0,operating,IND,1.0,2004-01-01,2011-03-01,2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,22.0,2616.0,0.0,900458.0,1,2,1
|Biotechnology|, Biotechnology ,10691320.0,acquired,DEU,2.0,,2005-05-18,2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,897.0,5345660.0,0,0,1
|Games|, Games ,5800000.0,operating,missing,1.0,,2010-06-01,2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,,0.0,5800000.0,1,0,1
|Consulting|, Consulting ,64420000.0,operating,GBR,1.0,1994-01-01,2008-06-04,2008-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,32.0,5268.0,0.0,64420000.0,1,0,1
|Email|Tracking|Logistics|Information Technology|Supply Chain Management|Software|, Tracking ,150000.0,closed,GBR,1.0,2006-01-01,2006-10-18,2006-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,20.0,290.0,0.0,150000.0,1,0,1
|Hospitality|, Hospitality ,32000.0,operating,GBR,1.0,2014-01-08,2014-08-11,2014-08-11,32000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12.0,215.0,0.0,32000.0,1,0,0
|Search|Startups|Internet|Wine And Spirits|E-Commerce|, Search ,200000.0,operating,GBR,1.0,2006-06-01,2006-06-01,2006-06-01,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0,0,0,20.0,0.0,0.0,200000.0,1,0,0
|Curated Web|, Curated Web ,28700000.0,operating,CAN,4.0,2012-01-01,2013-05-21,2014-06-23,0.0,0.0,0.0,2200000.0,0.0,0.0,0.0,0,0,0,14.0,506.0,398.0,7175000.0,0,3,1
|Manufacturing|, Manufacturing ,788821.0,operating,NLD,1.0,,2014-04-08,2014-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,788821.0,1,2,1
|Health Care|Consulting|, Health Care ,125000.0,operating,USA,1.0,2001-01-01,2001-01-01,2001-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,25.0,0.0,0.0,125000.0,1,1,0
|Advertising|, Advertising ,43100000.0,operating,USA,5.0,2005-08-18,2008-01-01,2014-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,866.0,2408.0,8620000.0,0,3,1
|Cosmetics|E-Commerce|, Cosmetics ,20000.0,operating,missing,1.0,2010-06-10,2010-05-01,2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,16.0,0.0,0.0,20000.0,1,1,0
|Gambling|Fitness|Sports|Private Social Networking|Social Network Media|Social Media|, Gambling ,500000.0,operating,missing,1.0,,2013-11-07,2013-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,,0.0,500000.0,1,1,0
|Advertising|Brand Marketing|Mobile|, Brand Marketing ,1087178.0,operating,ESP,2.0,2011-01-01,2012-06-22,2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,538.0,374.0,543589.0,0,2,1
|Logistics|Shipping|, Logistics ,70000.0,operating,USA,1.0,2011-05-05,2012-01-01,2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,241.0,0.0,70000.0,1,1,0
|Health Care|, Health Care ,244000000.0,acquired,USA,6.0,2009-05-01,2008-01-01,2011-12-07,0.0,0.0,0.0,73000000.0,0.0,0.0,0.0,0,0,0,17.0,0.0,1436.0,40666666.666666664,0,0,1
|Curated Web|, Curated Web ,2616169.0,operating,missing,4.0,2010-01-01,2010-01-01,2012-07-16,0.0,0.0,0.0,216169.0,750000.0,0.0,0.0,0,0,1,16.0,0.0,927.0,654042.25,0,2,1
missing,missing,3850000.0,operating,FIN,2.0,,2013-10-18,2014-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,,,369.0,1925000.0,0,1,0
|Finance|, Finance ,,operating,ESP,1.0,2005-03-01,2010-05-17,2010-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,1903.0,0.0,,1,0,0
|Games|, Games ,,operating,missing,1.0,,2005-07-01,2005-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,,0.0,,1,0,0
|Communities|Social Media Platforms|Enterprise Software|, Communities ,1000000.0,operating,USA,1.0,2005-06-01,2008-03-19,2008-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,1022.0,0.0,1000000.0,1,2,1
|Interest Graph|Tracking|Twitter Applications|Facebook Applications|Networking|Social Media|, Social Media ,3000000.0,closed,USA,1.0,2008-01-01,2008-03-01,2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.0,60.0,0.0,3000000.0,1,0,1
|E-Commerce|, E-Commerce ,2687000.0,operating,FRA,1.0,2008-01-01,2010-12-14,2010-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.0,1078.0,0.0,2687000.0,1,0,1
|Advertising|, Advertising ,,operating,USA,1.0,2012-12-01,2013-02-27,2013-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,88.0,0.0,,1,0,0
|Finance|, Finance ,,operating,USA,1.0,2012-10-01,2012-03-15,2012-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14.0,0.0,0.0,,1,0,0
|Twitter Applications|Blogging Platforms|MicroBlogging|Networking|Communities|Curated Web|, Twitter Applications ,5100000.0,operating,CHE,4.0,2008-01-01,2008-01-01,2013-09-17,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0,0,0,18.0,0.0,2086.0,1275000.0,0,2,1
|Advertising|, Advertising ,4000000.0,closed,USA,1.0,2005-01-15,2005-11-01,2005-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,290.0,0.0,4000000.0,1,2,1
|Web Hosting|, Web Hosting ,9664366.0,closed,AUT,2.0,2005-01-01,2007-07-31,2010-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,941.0,890.0,4832183.0,0,0,1
|Ticketing|Events|, Events ,41500.0,operating,GBR,2.0,2011-01-01,2011-12-07,2013-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,340.0,578.0,20750.0,0,1,0
|Gambling|Marketplaces|Financial Exchanges|Sports|, Gambling ,2710000.0,operating,missing,4.0,2008-01-01,2008-05-01,2013-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,18.0,121.0,1757.0,677500.0,0,2,1
|Real Time|Mobile|Celebrity|Online Reservations|Curated Web|, Curated Web ,150000.0,operating,USA,1.0,2010-10-10,2010-10-01,2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,0.0,0.0,150000.0,1,1,0
|B2B|Social Media|Information Technology|SaaS|, B2B ,1158129.0,operating,FIN,5.0,2011-01-01,2012-11-30,2014-11-04,0.0,260227.0,0.0,0.0,338868.0,429355.0,0.0,0,0,0,15.0,699.0,704.0,231625.8,0,1,0
|Facebook Applications|Twitter Applications|Social Network Media|Social Business|Social Media|Enterprise Software|, Facebook Applications ,389485.0,operating,FIN,2.0,2011-02-28,2012-12-31,2013-11-27,0.0,0.0,0.0,0.0,289485.0,0.0,0.0,0,0,0,15.0,672.0,331.0,194742.5,0,1,0
|Education|, Education ,,operating,CHN,1.0,,2011-12-01,2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,,1,0,0
missing,missing,13510.0,operating,missing,1.0,,2014-02-01,2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,0.0,13510.0,1,1,0
missing,missing,575000.0,,missing,1.0,2011-01-01,2013-01-01,2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,15.0,731.0,0.0,575000.0,1,0,1
|Games|, Games ,3650000.0,closed,missing,2.0,,2009-05-15,2010-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,,404.0,1825000.0,0,0,1
|Advertising|, Advertising ,2000000.0,operating,RUS,1.0,1998-01-01,2013-10-16,2013-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,28.0,5767.0,0.0,2000000.0,1,1,0
|Transportation|, Transportation ,550000.0,operating,IND,1.0,,2014-05-01,2014-05-01,0.0,550000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,550000.0,1,0,0
|Analytics|, Analytics ,6410909.0,operating,GBR,1.0,,2011-09-28,2011-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,6410909.0,1,2,1
missing,missing,,operating,missing,1.0,,2014-05-19,2014-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,0.0,,1,0,0
|Travel|, Travel ,13000000.0,operating,USA,3.0,2003-01-01,2008-12-23,2010-06-16,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,0,0,0,23.0,2183.0,540.0,4333333.333333333,0,0,1
missing,missing,150000.0,operating,missing,1.0,,2011-03-08,2011-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,0.0,150000.0,1,0,1
|Home Automation|, Home Automation ,12500.0,operating,HKG,1.0,,2014-07-01,2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,12500.0,1,1,0
missing,missing,,operating,missing,1.0,,2013-12-01,2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,0.0,,1,0,0
|Nonprofits|, Nonprofits ,5398800.0,operating,JPN,1.0,,2014-02-17,2014-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,5398800.0,1,0,1
|Clean Technology|, Clean Technology ,625100.0,operating,USA,2.0,2009-01-01,2009-11-03,2011-04-21,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0,0,0,17.0,306.0,534.0,312550.0,0,0,1
|Semiconductors|, Semiconductors ,5000000.0,operating,CAN,2.0,,2012-03-31,2014-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,876.0,2500000.0,0,2,1
|Hardware + Software|, Hardware + Software ,3895881.0,operating,SWE,1.0,1999-05-01,2013-02-21,2013-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,27.0,5045.0,0.0,3895881.0,1,0,1
|Home & Garden|Curated Web|, Home & Garden ,8660000.0,operating,USA,6.0,2001-01-01,2004-08-27,2014-05-21,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0,0,0,25.0,1334.0,3554.0,1443333.3333333333,0,3,1
|Curated Web|, Curated Web ,125000.0,operating,USA,2.0,2010-01-01,2013-01-01,2014-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,16.0,1096.0,386.0,62500.0,0,1,0
|Public Relations|, Public Relations ,50000.0,operating,USA,1.0,2013-10-19,2013-10-18,2013-10-18,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,0.0,0.0,50000.0,1,0,0
|Health Care|, Health Care ,6790000.0,operating,GBR,1.0,2001-01-01,2005-02-01,2005-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,25.0,1492.0,0.0,6790000.0,1,0,1
|Clean Technology|, Clean Technology ,3496500.0,operating,DEU,1.0,,2012-05-09,2012-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,3496500.0,1,3,1
|Security|, Security ,909145.0,operating,USA,1.0,2008-01-01,2013-10-18,2013-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,18.0,2117.0,0.0,909145.0,1,0,1
|Software|, Software ,127839.0,closed,USA,1.0,2009-01-01,2012-12-21,2012-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,17.0,1450.0,0.0,127839.0,1,0,1
|E-Commerce|, E-Commerce ,7039987.0,operating,USA,3.0,2011-01-01,2012-08-23,2014-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15.0,600.0,684.0,2346662.3333333335,0,3,1
|Software|, Software ,40000.0,operating,CHL,1.0,,2013-08-22,2013-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,,0.0,40000.0,1,1,0
|Product Development Services|Manufacturing|Medical Devices|, Product Development Services ,6500000.0,operating,ISR,1.0,2005-01-01,2014-04-25,2014-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,21.0,3401.0,0.0,6500000.0,1,0,1
|Big Data Analytics|Hardware + Software|, Hardware + Software ,18000.0,operating,USA,3.0,2013-01-01,2013-03-21,2014-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13.0,79.0,300.0,6000.0,0,1,0
missing,missing,170000.0,,missing,2.0,,2012-03-15,2012-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,,107.0,85000.0,0,1,0
